date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-19 18:26:13,AloCujae,,0,2,4,"Por eso #CubaSalva desde los círculos infantiles se enseña la disciplina en las medidas contra el #COVID19 “es un problemas de todos” – at Havana",,,#CubaSalva #COVID19,1240706157766819840,https://twitter.com/AloCujae/status/1240706157766819840
2020-03-19 17:38:19,bailasalsa_cu,,0,1,1,"#tomamosmedidas, no nos tocamos, limpiamos zapatos con cloro, hacemos higiene con productos, bailamos al sol y nos divertimos en casa !!! #Salsacubana vs #coronavirus #CoronaVirusChallenge #QuarentineLife #covid19_Cuba – at Havana/Cuba",,,#tomamosmedidas #Salsacubana #coronavirus #CoronaVirusChallenge #QuarentineLife #covid19_Cuba,1240694100363378689,https://twitter.com/bailasalsa_cu/status/1240694100363378689
2020-03-18 17:31:20,moyavila,,0,1,1,"Pasajeros el crucero británico de @FredOlsenCruise , con cinco casos del nuevo coronavirus #COVID19 ya están descendiendo en el puerto de #Mariel en #Cuba. Ambulancias y ómnibus se preparan para transportarlos al aeropuerto de #LaHabana. De allí partirán a Reino Unido. – at Puerto del Mariel",,@FredOlsenCruise,#COVID19 #Mariel #Cuba #LaHabana,1240329957932437504,https://twitter.com/moyavila/status/1240329957932437504
2020-03-17 16:28:19,MINSAPCuba,,14,326,399,"El Dr. Alberto Fernández Seco, Jefe del Programa Nacional de Atención al Adulto Mayor, Asistencia Social y Salud Mental del #MINSAP explica las medidas de prevención para los adultos mayores, grupo poblacional de mayor riesgo ante la #COVID19 – at CPI Centro de Prensa Internacional",,,#MINSAP #COVID19,1239951708526182400,https://twitter.com/MINSAPCuba/status/1239951708526182400
2020-03-17 14:52:55,yariel_pedro,,0,11,19,"Hoy #Cuba cuenta con uno de los mejores sistemas de #Salud del mundo, estando a la vanguardia ante diversos medicamentos, incluyendo el #Interferon utilizado para el tratamiento del #COVID19 con resultados comprobados #Mi_Sistema_De_Salud_Puede @AlmaCujae @DanhizDP @AndresCarvaE – at La Habana",,@AlmaCujae @DanhizDP @AndresCarvaE,#Cuba #Salud #Interferon #COVID19 #Mi_Sistema_De_Salud_Puede,1239927700564959233,https://twitter.com/yariel_pedro/status/1239927700564959233
