date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-18 21:19:50,Moporta22,,1,6,10,"Asi se muestra el día de hoy, la brigada de médicos cubanos para trabajar en colaboración con el MINSA en el combate al #COVID19 #CubaIsGreat pueblo hermano a disposición #UnidosEnVictorias – at INATEC Managua",,,#COVID19 #CubaIsGreat #UnidosEnVictorias,1240387460359770114,https://twitter.com/Moporta22/status/1240387460359770114
2020-03-18 03:41:34,Ticuantepe2,,0,2,4,"Capacitación sobre #coronavirus personal de limpieza, seguridad y cocina hospital de #Ticuantepe #Nicaragua #COVID19 @ElCuervoNica @ReDFSLN @Somos2V – at Hospital Amistad México-Nicaragua",,@ElCuervoNica @ReDFSLN @Somos2V,#coronavirus #Ticuantepe #Nicaragua #COVID19,1240121139071983618,https://twitter.com/Ticuantepe2/status/1240121139071983618
2020-03-16 14:39:31,Hyundainic,,0,0,0,"Creemos que si seguimos fuertes, podríamos superar juntos.Debido a la falta de instalaciones HMC ha decidido proporcionar dos centros de formación como instalación de tratamiento COVID19. #Hyundai #PrayForThem #Andràtuttobene #Weareinthistogether #progressforhumanity – at Deshon &amp; CIA.",,,#Hyundai #PrayForThem #Andr #Weareinthistogether #progressforhumanity,1239561939916816386,https://twitter.com/Hyundainic/status/1239561939916816386
2020-03-15 04:03:49,AnaCampos37,,0,0,0,"#covid_19 #histeriacolectiva #Humanos miren lo que han provocado con su #miedo #RedFSLN #PLOMO19 #PatriaParaTodos en Managua, Managua https://www.instagram.com/p/B9vX0pmpJcj/?igshid=1js8cgw5zt39g",,,#covid_19 #histeriacolectiva #Humanos #miedo #RedFSLN #PLOMO19 #PatriaParaTodos,1239039572677292032,https://twitter.com/AnaCampos37/status/1239039572677292032
2020-03-14 22:05:35,SomosRojoYNegro,,1,2,8,"En Nicaragua no hay covid19 – at Los Ranchos Tiscapa",,,,1238949422408572929,https://twitter.com/SomosRojoYNegro/status/1238949422408572929
2020-03-13 23:04:45,planodigitalni,,0,0,0," AVISO Por este medio comunicamos que en vistas del contexto de salud actual en nuestro país, generado por el virus COVID-19, a partir de la fecha NO ESTAREMOS ATENDIENDO LOS DIAS SABADO, hasta nuevo aviso.… https://www.instagram.com/p/B9sQzezhHTe/?igshid=1r89prheg1cbt",,,,1238601924137680901,https://twitter.com/planodigitalni/status/1238601924137680901
2020-03-13 22:46:06,Hyundainic,,0,0,0,"Comunicado - PREVENCIÓN DEL COVID-19 – at Deshon &amp; CIA.",,,,1238597230778626048,https://twitter.com/Hyundainic/status/1238597230778626048
2020-03-12 15:47:33,YAtusabes08,,0,0,0,"El país de El Salvador ya toma medidas fuertes con el control de la pandemia de COVID-19 – at Tica Bus Granada",,,,1238129512124223488,https://twitter.com/YAtusabes08/status/1238129512124223488
